time_s,clean_after_pga_uV,ideal_decimated_uV,adc_out_uV,error_uV,fifo_spi_code_int24
5.676000000000000156e+00,7.426666390623072402e+03,5.846436850637723182e+03,6.250000000000000000e+03,4.035631493622768744e+02,1.048576000000000000e+06
5.679999999999999716e+00,5.541214038484940829e+03,4.166742391675860745e+03,4.687500000000000909e+03,5.207576083241403921e+02,7.864320000000000000e+05
5.684000000000000163e+00,3.761512293370161842e+03,2.327767113110739956e+03,1.562500000000000000e+03,-7.652671131107399560e+02,2.621440000000000000e+05
5.687999999999999723e+00,2.147677499008511404e+03,5.623609798863154765e+02,1.562500000000000000e+03,1.000139020113684751e+03,2.621440000000000000e+05
5.692000000000000171e+00,7.485576503560479296e+02,-1.246472458059985911e+03,-1.562500000000000000e+03,-3.160275419400140891e+02,-2.621440000000000000e+05
5.695999999999999730e+00,-3.991534626803434662e+02,-2.762241138294238681e+03,-3.125000000000000000e+03,-3.627588617057613760e+02,-5.242880000000000000e+05
5.700000000000000178e+00,-1.271092680455051322e+03,-3.935378221262124953e+03,-4.687500000000000909e+03,-7.521217787378759567e+02,-7.864320000000000000e+05
5.703999999999999737e+00,-1.854769168408744463e+03,-4.864207898499124894e+03,-4.687500000000000909e+03,1.767078984991239565e+02,-7.864320000000000000e+05
5.708000000000000185e+00,-2.148580322076537414e+03,-5.299726576107415895e+03,-4.687500000000000909e+03,6.122265761074148713e+02,-7.864320000000000000e+05
5.711999999999999744e+00,-2.160434988635294303e+03,-5.461072296582873605e+03,-6.250000000000000000e+03,-7.889277034171266223e+02,-1.048576000000000000e+06
5.716000000000000192e+00,-1.906130042023763508e+03,-5.758323573587257670e+03,-4.687500000000000909e+03,1.070823573587256988e+03,-7.864320000000000000e+05
5.719999999999999751e+00,-1.407627704888723656e+03,-5.478933877264175862e+03,-6.250000000000000000e+03,-7.710661227358240239e+02,-1.048576000000000000e+06
5.724000000000000199e+00,-6.913712769102519360e+02,-4.900972663731554348e+03,-4.687500000000000909e+03,2.134726637315533537e+02,-7.864320000000000000e+05
5.727999999999999758e+00,2.132426395177768939e+02,-4.192718090261715588e+03,-4.687500000000000909e+03,-4.947819097382852647e+02,-7.864320000000000000e+05
5.732000000000000206e+00,1.275144807978099152e+03,-3.167526774527140788e+03,-3.125000000000000000e+03,4.252677452714053885e+01,-5.242880000000000000e+05
5.735999999999999766e+00,2.462569271713107355e+03,-2.014463421567101705e+03,-1.562500000000000000e+03,4.519634215671016477e+02,-2.621440000000000000e+05
5.740000000000000213e+00,3.743702524734619146e+03,-1.024915277285292177e+03,-1.562500000000000000e+03,-5.375847227147079366e+02,-2.621440000000000000e+05
5.743999999999999773e+00,5.087019411457579736e+03,2.319901327930840864e+02,1.562500000000000000e+03,1.330509867206915942e+03,2.621440000000000000e+05
5.748000000000000220e+00,6.461351652012513114e+03,1.485382947564837423e+03,1.562500000000000000e+03,7.711705243516257724e+01,2.621440000000000000e+05
5.751999999999999780e+00,7.835761733020509382e+03,2.564686979692451587e+03,1.562500000000000000e+03,-1.002186979692451700e+03,2.621440000000000000e+05
5.756000000000000227e+00,9.179314071581498865e+03,3.774876098347081097e+03,4.687500000000000909e+03,9.126239016529194714e+02,7.864320000000000000e+05
5.759999999999999787e+00,1.046084536958795979e+04,5.187900722989333190e+03,4.687500000000000909e+03,-5.004007229893322801e+02,7.864320000000000000e+05
5.764000000000000234e+00,1.164883615409975027e+04,6.501189972116257195e+03,6.250000000000000000e+03,-2.511899721162570245e+02,1.048576000000000000e+06
5.767999999999999794e+00,1.271147564132996558e+04,7.559866696959075853e+03,7.812500000000000000e+03,2.526333030409243179e+02,1.310720000000000000e+06
5.772000000000000242e+00,1.361699302726171481e+04,8.870646042895283244e+03,9.375000000000001819e+03,5.043539571047174377e+02,1.572864000000000000e+06
5.775999999999999801e+00,1.433430157053032417e+04,9.490825905987314400e+03,9.375000000000001819e+03,-1.158259059873129075e+02,1.572864000000000000e+06
5.780000000000000249e+00,1.483396947574999649e+04,1.007451262801097073e+04,9.375000000000001819e+03,-6.995126280109690242e+02,1.572864000000000000e+06
5.783999999999999808e+00,1.508949615289671056e+04,1.053753580963080458e+04,1.093750000000000182e+04,3.999641903691970128e+02,1.835008000000000000e+06
5.788000000000000256e+00,1.507883674730192615e+04,1.043318812178143708e+04,1.093750000000000182e+04,5.043118782185641749e+02,1.835008000000000000e+06
5.791999999999999815e+00,1.478608481174024018e+04,1.045280732605444791e+04,9.375000000000001819e+03,-1.077807326054447458e+03,1.572864000000000000e+06
5.796000000000000263e+00,1.420319540395612239e+04,1.003235016762065061e+04,1.093750000000000182e+04,9.051498323793504142e+02,1.835008000000000000e+06
5.799999999999999822e+00,1.333161118440843711e+04,9.383675186712063805e+03,9.375000000000001819e+03,-8.675186712062131988e+00,1.572864000000000000e+06
5.804000000000000270e+00,1.218364419009746598e+04,8.505591045854363983e+03,7.812500000000000000e+03,-6.930910458543635286e+02,1.310720000000000000e+06
5.807999999999999829e+00,1.078346713744798581e+04,7.578087920339929951e+03,7.812500000000000000e+03,2.344120796600700203e+02,1.310720000000000000e+06
5.812000000000000277e+00,9.167580857486520472e+03,5.995031142961808655e+03,6.250000000000000000e+03,2.549688570381916577e+02,1.048576000000000000e+06
5.815999999999999837e+00,7.384648463626024750e+03,4.242914792825293262e+03,4.687500000000000909e+03,4.445852071747070227e+02,7.864320000000000000e+05
5.820000000000000284e+00,5.494620947783258089e+03,2.802580918921283228e+03,1.562500000000000000e+03,-1.240080918921283001e+03,2.621440000000000000e+05
5.823999999999999844e+00,3.567121181437551968e+03,9.551992296805620981e+02,1.562500000000000000e+03,6.073007703194380156e+02,2.621440000000000000e+05
5.828000000000000291e+00,1.679101198208649294e+03,-1.159185740149784351e+03,-1.562500000000000000e+03,-4.033142598502156488e+02,-2.621440000000000000e+05
5.831999999999999851e+00,-8.816190860945846453e+01,-2.795760380493082266e+03,-3.125000000000000000e+03,-3.292396195069178475e+02,-5.242880000000000000e+05
5.836000000000000298e+00,-1.652616489960334093e+03,-4.772829646576071355e+03,-4.687500000000000909e+03,8.532964657607077186e+01,-7.864320000000000000e+05
5.839999999999999858e+00,-2.935372865054093836e+03,-5.882573679854854163e+03,-4.687500000000000909e+03,1.195073679854853481e+03,-7.864320000000000000e+05
5.844000000000000306e+00,-3.864827637243112804e+03,-7.090685108194242275e+03,-7.812500000000000000e+03,-7.218148918057580659e+02,-1.310720000000000000e+06
5.847999999999999865e+00,-4.380750202971040380e+03,-7.813454008468436768e+03,-7.812500000000000000e+03,9.540084684369481982e-01,-1.310720000000000000e+06
5.852000000000000313e+00,-4.438091308119026507e+03,-8.286783744125415978e+03,-7.812500000000000000e+03,4.742837441254164901e+02,-1.310720000000000000e+06
5.855999999999999872e+00,-4.010273378588373362e+03,-8.695323767159159615e+03,-9.375000000000001819e+03,-6.796762328408426583e+02,-1.572864000000000000e+06
5.860000000000000320e+00,-3.091737360711898418e+03,-8.114381384481587702e+03,-7.812500000000000000e+03,3.018813844815875882e+02,-1.310720000000000000e+06
5.863999999999999879e+00,-1.699550716226921168e+03,-7.339770553819208544e+03,-7.812500000000000000e+03,-4.727294461807917969e+02,-1.310720000000000000e+06
5.868000000000000327e+00,1.260751760653840279e+02,-5.856651085543417139e+03,-4.687500000000000909e+03,1.169151085543416229e+03,-7.864320000000000000e+05
5.871999999999999886e+00,2.322454774394866490e+03,-4.172979279798449170e+03,-4.687500000000000909e+03,-5.145207202015512848e+02,-7.864320000000000000e+05
5.876000000000000334e+00,4.806318012848984836e+03,-2.098494916900624048e+03,-1.562500000000000000e+03,5.359949169006241618e+02,-2.621440000000000000e+05
5.879999999999999893e+00,7.476883649789536321e+03,6.080589085777651093e+01,0.000000000000000000e+00,-6.080589085777651093e+01,0.000000000000000000e+00
5.884000000000000341e+00,1.022001019337599064e+04,2.739825012792508005e+03,1.562500000000000000e+03,-1.177325012792507778e+03,2.621440000000000000e+05
5.887999999999999901e+00,1.291325147874885442e+04,5.240908764194055948e+03,6.250000000000000000e+03,1.009091235805944393e+03,1.048576000000000000e+06
5.892000000000000348e+00,1.543158450283778075e+04,7.843407019733063862e+03,7.812500000000000000e+03,-3.090701973306429906e+01,1.310720000000000000e+06
5.895999999999999908e+00,1.765352882095480891e+04,1.012915170770826262e+04,9.375000000000001819e+03,-7.541517077082615970e+02,1.572864000000000000e+06
5.900000000000000355e+00,1.946734295352474510e+04,1.187792834932082587e+04,1.250000000000000000e+04,6.220716506791756046e+02,2.097152000000000000e+06
5.903999999999999915e+00,2.077696634154499770e+04,1.351558566859669554e+04,1.250000000000000000e+04,-1.015585668596694745e+03,2.097152000000000000e+06
5.908000000000000362e+00,2.150737697450938504e+04,1.436433527751673319e+04,1.562500000000000000e+04,1.260664722483267497e+03,2.621440000000000000e+06
5.911999999999999922e+00,2.160905537525571344e+04,1.522089870984206937e+04,1.406250000000000000e+04,-1.158398709842068456e+03,2.359296000000000000e+06
5.916000000000000369e+00,2.106128452148099677e+04,1.552418050034430962e+04,1.562500000000000000e+04,1.008194996556903362e+02,2.621440000000000000e+06
5.919999999999999929e+00,1.987407076479730313e+04,1.526848381026246170e+04,1.562500000000000000e+04,3.565161897375376157e+02,2.621440000000000000e+06
5.924000000000000377e+00,1.808854010066578485e+04,1.435878205402190179e+04,1.406250000000000000e+04,-2.962820540219016721e+02,2.359296000000000000e+06
5.927999999999999936e+00,1.577574359168718729e+04,1.249639354183709838e+04,1.250000000000000000e+04,3.606458162903197540e+00,2.097152000000000000e+06
5.932000000000000384e+00,1.303389101921341717e+04,1.019685858309121795e+04,1.093750000000000182e+04,7.406414169087837536e+02,1.835008000000000000e+06
5.935999999999999943e+00,9.984118167794760666e+03,7.670349941340886289e+03,7.812500000000000000e+03,1.421500586591137676e+02,1.310720000000000000e+06
5.940000000000000391e+00,6.764975610023830995e+03,4.605540955410993774e+03,4.687500000000000909e+03,8.195904458900646716e+01,7.864320000000000000e+05
5.943999999999999950e+00,3.525900664189230156e+03,1.346231974505698190e+03,0.000000000000000000e+00,-1.346231974505698190e+03,0.000000000000000000e+00
5.948000000000000398e+00,4.199949693984903547e+02,-1.788298024696923449e+03,-1.562500000000000000e+03,2.257980246969232496e+02,-2.621440000000000000e+05
5.951999999999999957e+00,-2.403525830428671725e+03,-4.725750631325645372e+03,-4.687500000000000909e+03,3.825063132564462620e+01,-7.864320000000000000e+05
5.956000000000000405e+00,-4.806819265431700842e+03,-7.654180802694409067e+03,-7.812500000000000000e+03,-1.583191973055907908e+02,-1.310720000000000000e+06
5.959999999999999964e+00,-6.670445726560385083e+03,-1.009100650920091721e+04,-9.375000000000001819e+03,7.160065092009157297e+02,-1.572864000000000000e+06
5.964000000000000412e+00,-7.899564691527655668e+03,-1.183228702853361028e+04,-1.250000000000000000e+04,-6.677129714663908544e+02,-2.097152000000000000e+06
5.967999999999999972e+00,-8.428960882745979688e+03,-1.303243536904358007e+04,-1.250000000000000000e+04,5.324353690435799535e+02,-2.097152000000000000e+06
5.972000000000000419e+00,-8.226622137486365318e+03,-1.308457257013861999e+04,-1.250000000000000000e+04,5.845725701386188575e+02,-2.097152000000000000e+06
5.975999999999999979e+00,-7.295665124948431185e+03,-1.285789434583042203e+04,-1.406250000000000000e+04,-1.204605654169578884e+03,-2.359296000000000000e+06
5.980000000000000426e+00,-5.674491365092161686e+03,-1.220309871587117595e+04,-1.093750000000000182e+04,1.265598715871174591e+03,-1.835008000000000000e+06
5.983999999999999986e+00,-3.435149570848526309e+03,-1.078074136147407626e+04,-1.093750000000000182e+04,-1.567586385259247379e+02,-1.835008000000000000e+06
5.988000000000000433e+00,-6.799759798608524761e+02,-9.000996711898444119e+03,-9.375000000000001819e+03,-3.740032881015577004e+02,-1.572864000000000000e+06
5.991999999999999993e+00,2.463323258200717191e+03,-6.306436710705409496e+03,-6.250000000000000000e+03,5.643671070540943902e+01,-1.048576000000000000e+06
5.996000000000000441e+00,5.847899586674502643e+03,-2.932879109889370739e+03,-3.125000000000000000e+03,-1.921208901106293467e+02,-5.242880000000000000e+05
6.000000000000000000e+00,9.314980531969731601e+03,2.329492861986052787e+02,0.000000000000000000e+00,-2.329492861986052787e+02,0.000000000000000000e+00
6.003999999999999559e+00,1.270170653761366520e+04,3.547736747944679337e+03,3.125000000000000000e+03,-4.227367479446792231e+02,5.242880000000000000e+05
6.008000000000000007e+00,1.584917992156304172e+04,7.021759084862258533e+03,7.812500000000000000e+03,7.907409151377414673e+02,1.310720000000000000e+06
6.011999999999999567e+00,1.861030820785481410e+04,9.922305643356985456e+03,9.375000000000001819e+03,-5.473056433569836372e+02,1.572864000000000000e+06
6.016000000000000014e+00,2.085703525881744645e+04,1.259023341187456390e+04,1.250000000000000000e+04,-9.023341187456256307e+01,2.097152000000000000e+06
6.019999999999999574e+00,2.248658688064236776e+04,1.446614268220938175e+04,1.562500000000000000e+04,1.158857317790617799e+03,2.621440000000000000e+06
6.024000000000000021e+00,2.342641101449176131e+04,1.601606372726708469e+04,1.562500000000000000e+04,-3.910637272670838911e+02,2.621440000000000000e+06
6.027999999999999581e+00,2.363756324150893852e+04,1.695938083317932251e+04,1.718750000000000000e+04,2.281191668206776626e+02,2.883584000000000000e+06
6.032000000000000028e+00,2.311637214568551644e+04,1.726284534380607147e+04,1.718750000000000000e+04,-7.534534380607138360e+01,2.883584000000000000e+06
6.035999999999999588e+00,2.189431138591646595e+04,1.658842797766467993e+04,1.562500000000000000e+04,-9.634279776646811797e+02,2.621440000000000000e+06
6.040000000000000036e+00,2.003610096334136324e+04,1.539718256501089309e+04,1.562500000000000000e+04,2.278174349891071984e+02,2.621440000000000000e+06
6.043999999999999595e+00,1.763615380984477451e+04,1.359454214079209669e+04,1.406250000000000000e+04,4.679578592079042210e+02,2.359296000000000000e+06
6.048000000000000043e+00,1.481357029480708115e+04,1.120099377645706591e+04,1.093750000000000182e+04,-2.634937764570653940e+02,1.835008000000000000e+06
6.051999999999999602e+00,1.170595782156786481e+04,8.651731636163356598e+03,9.375000000000001819e+03,7.232683638366439709e+02,1.572864000000000000e+06
6.056000000000000050e+00,8.462411348231931697e+03,5.822645978247493076e+03,4.687500000000000909e+03,-1.135145978247492394e+03,7.864320000000000000e+05
6.059999999999999609e+00,5.236030344236882229e+03,2.591416898535176188e+03,3.125000000000000000e+03,5.335831014648241535e+02,5.242880000000000000e+05
6.064000000000000057e+00,2.176366417048281164e+03,-4.365118020213179193e+02,0.000000000000000000e+00,4.365118020213179193e+02,0.000000000000000000e+00
6.067999999999999616e+00,-5.778071447598744044e+02,-3.648477786789073889e+03,-4.687500000000000909e+03,-1.039022213210926793e+03,-7.864320000000000000e+05
6.072000000000000064e+00,-2.905036881308189095e+03,-6.546515361952033345e+03,-6.250000000000000000e+03,2.965153619520332313e+02,-1.048576000000000000e+06
6.075999999999999623e+00,-4.706718454052263951e+03,-8.969798467786897163e+03,-7.812500000000000000e+03,1.157298467786897163e+03,-1.310720000000000000e+06
6.080000000000000071e+00,-5.911350988431537189e+03,-1.082548277986845278e+04,-1.093750000000000182e+04,-1.120172201315473899e+02,-1.835008000000000000e+06
6.083999999999999631e+00,-6.477327367105855956e+03,-1.178071290857995700e+04,-1.250000000000000000e+04,-7.192870914200441348e+02,-2.097152000000000000e+06
6.088000000000000078e+00,-6.394153738248150148e+03,-1.227032839621294261e+04,-1.250000000000000000e+04,-2.296716037870575349e+02,-2.097152000000000000e+06
6.091999999999999638e+00,-5.682077810394163862e+03,-1.226327036312396922e+04,-1.250000000000000000e+04,-2.367296368760308383e+02,-2.097152000000000000e+06
6.096000000000000085e+00,-4.390190831784820148e+03,-1.184373846085631703e+04,-1.093750000000000182e+04,9.062384608563168058e+02,-1.835008000000000000e+06
6.099999999999999645e+00,-2.593147727056865733e+03,-1.035237372528228116e+04,-1.093750000000000182e+04,-5.851262747177190704e+02,-1.835008000000000000e+06
6.104000000000000092e+00,-3.867193454590809552e+02,-8.650173304452779121e+03,-7.812500000000000000e+03,8.376733044527795755e+02,-1.310720000000000000e+06
6.107999999999999652e+00,2.117553504448272633e+03,-6.666396245171135888e+03,-7.812500000000000000e+03,-1.146103754828864112e+03,-1.310720000000000000e+06
6.112000000000000099e+00,4.798295387956845843e+03,-4.260425768128227901e+03,-3.125000000000000000e+03,1.135425768128227446e+03,-5.242880000000000000e+05
6.115999999999999659e+00,7.530491244510952129e+03,-1.486252218720705514e+03,-1.562500000000000000e+03,-7.624778127929450022e+01,-2.621440000000000000e+05
6.120000000000000107e+00,1.019160947359644706e+04,1.313053158692429633e+03,0.000000000000000000e+00,-1.313053158692429633e+03,0.000000000000000000e+00
6.123999999999999666e+00,1.266733815469460569e+04,3.816810313222915283e+03,4.687500000000000909e+03,8.706896867770852850e+02,7.864320000000000000e+05
6.128000000000000114e+00,1.485665305775123488e+04,6.111222959709373754e+03,6.250000000000000000e+03,1.387770402906263882e+02,1.048576000000000000e+06
6.131999999999999673e+00,1.667598420014546718e+04,8.092483664156685336e+03,7.812500000000000000e+03,-2.799836641566855064e+02,1.310720000000000000e+06
6.136000000000000121e+00,1.806230702864027990e+04,9.907264937251484298e+03,9.375000000000001819e+03,-5.322649372514823654e+02,1.572864000000000000e+06
6.139999999999999680e+00,1.897505101481368547e+04,1.132379563477049851e+04,1.250000000000000000e+04,1.176204365229503082e+03,2.097152000000000000e+06
6.144000000000000128e+00,1.939678839299238825e+04,1.203908557812456093e+04,1.093750000000000182e+04,-1.101585578124559106e+03,1.835008000000000000e+06
6.147999999999999687e+00,1.933273472202426638e+04,1.248613885556614696e+04,1.250000000000000000e+04,1.386114443385419470e+01,2.097152000000000000e+06
6.152000000000000135e+00,1.880915689386485610e+04,1.291577020017101131e+04,1.406250000000000000e+04,1.146729799828988689e+03,2.359296000000000000e+06
6.155999999999999694e+00,1.787083955696657722e+04,1.227958243004802171e+04,1.093750000000000182e+04,-1.342082430048021251e+03,1.835008000000000000e+06
6.160000000000000142e+00,1.657780472934231875e+04,1.109310088164482659e+04,1.250000000000000000e+04,1.406899118355174323e+03,2.097152000000000000e+06
6.163999999999999702e+00,1.500150951108045774e+04,9.815155236489459639e+03,9.375000000000001819e+03,-4.401552364894575931e+02,1.572864000000000000e+06
6.168000000000000149e+00,1.322076205200379263e+04,8.313608406297031252e+03,7.812500000000000000e+03,-5.011084062970308537e+02,1.310720000000000000e+06
6.171999999999999709e+00,1.131759603608686848e+04,6.413295380290004687e+03,6.250000000000000000e+03,-1.632953802900042888e+02,1.048576000000000000e+06
6.176000000000000156e+00,9.373329612523906690e+03,4.635120410502624509e+03,4.687500000000000909e+03,5.237958949737623016e+01,7.864320000000000000e+05
6.179999999999999716e+00,7.465007516908437537e+03,2.490821421579663820e+03,3.125000000000000000e+03,6.341785784203364074e+02,5.242880000000000000e+05
6.184000000000000163e+00,5.662387421492412614e+03,5.310769919076482211e+02,0.000000000000000000e+00,-5.310769919076482211e+02,0.000000000000000000e+00
6.187999999999999723e+00,4.025586249063716878e+03,-1.005815815991243312e+03,-1.562500000000000000e+03,-5.566841840087568016e+02,-2.621440000000000000e+05
6.192000000000000171e+00,2.603452574849956818e+03,-2.382568020746544335e+03,-1.562500000000000000e+03,8.200680207465444482e+02,-2.621440000000000000e+05
6.195999999999999730e+00,1.432680770228353822e+03,-3.828986132092486514e+03,-3.125000000000000000e+03,7.039861320924864003e+02,-5.242880000000000000e+05
6.200000000000000178e+00,5.376345774991758617e+02,-5.189523427659110894e+03,-6.250000000000000000e+03,-1.060476572340889334e+03,-1.048576000000000000e+06
6.203999999999999737e+00,-6.919458495436504109e+01,-5.804761466661670056e+03,-6.250000000000000000e+03,-4.452385333383306829e+02,-1.048576000000000000e+06
6.208000000000000185e+00,-3.862035276888783528e+02,-6.412814859810371672e+03,-6.250000000000000000e+03,1.628148598103711890e+02,-1.048576000000000000e+06
6.211999999999999744e+00,-4.213005117626799461e+02,-6.692328184122565290e+03,-6.250000000000000000e+03,4.423281841225649487e+02,-1.048576000000000000e+06
6.216000000000000192e+00,-1.902818238710676439e+02,-7.036019094939072602e+03,-6.250000000000000000e+03,7.860190949390720334e+02,-1.048576000000000000e+06
6.219999999999999751e+00,2.848909016929419522e+02,-6.913412928761888907e+03,-7.812500000000000000e+03,-8.990870712381107523e+02,-1.310720000000000000e+06
6.224000000000000199e+00,9.777749546983558275e+02,-6.548609954767032832e+03,-6.250000000000000000e+03,2.986099547670328320e+02,-1.048576000000000000e+06
6.227999999999999758e+00,1.858974323280854378e+03,-5.454330077038243871e+03,-6.250000000000000000e+03,-7.956699229617562423e+02,-1.048576000000000000e+06
6.232000000000000206e+00,2.897420362618258878e+03,-4.718873271957662837e+03,-4.687500000000000909e+03,3.137327195766245680e+01,-7.864320000000000000e+05
6.235999999999999766e+00,4.061347708598721965e+03,-3.801520317956013059e+03,-3.125000000000000000e+03,6.765203179560129456e+02,-5.242880000000000000e+05
6.240000000000000213e+00,5.318943448915380031e+03,-2.583098827918538518e+03,-3.125000000000000000e+03,-5.419011720814614819e+02,-5.242880000000000000e+05
6.243999999999999773e+00,6.638683022685099786e+03,-1.248971517413857100e+03,0.000000000000000000e+00,1.248971517413857100e+03,0.000000000000000000e+00
6.248000000000000220e+00,7.989398745745852466e+03,2.893370933596052197e+01,0.000000000000000000e+00,-2.893370933596052197e+01,0.000000000000000000e+00
6.251999999999999780e+00,9.340153701417120828e+03,1.173247293567552788e+03,0.000000000000000000e+00,-1.173247293567552788e+03,0.000000000000000000e+00
6.256000000000000227e+00,1.066001290447208339e+04,2.689345009438901798e+03,3.125000000000000000e+03,4.356549905610981455e+02,5.242880000000000000e+05
6.259999999999999787e+00,1.191781365543728680e+04,3.898863606719437030e+03,4.687500000000000909e+03,7.886363932805636523e+02,7.864320000000000000e+05
6.264000000000000234e+00,1.308203708095182265e+04,5.010986000027906812e+03,4.687500000000000909e+03,-3.234860000279060728e+02,7.864320000000000000e+05
6.267999999999999794e+00,1.412087299773803716e+04,6.283060671344310322e+03,6.250000000000000000e+03,-3.306067134430968935e+01,1.048576000000000000e+06
6.272000000000000242e+00,1.500255120320319475e+04,7.049844964442712808e+03,6.250000000000000000e+03,-7.998449644427123530e+02,1.048576000000000000e+06
6.275999999999999801e+00,1.569598555830657642e+04,7.904405368275737601e+03,7.812500000000000000e+03,-9.190536827573779988e+01,1.310720000000000000e+06
6.280000000000000249e+00,1.617174487087082889e+04,8.497908503636434034e+03,9.375000000000001819e+03,8.770914963635665345e+02,1.572864000000000000e+06
6.283999999999999808e+00,1.640332915494964982e+04,8.985141559341154789e+03,9.375000000000001819e+03,3.898584406588460638e+02,1.572864000000000000e+06
6.288000000000000256e+00,1.636869416080618430e+04,9.235303402784204081e+03,7.812500000000000000e+03,-1.422803402784203854e+03,1.310720000000000000e+06
6.291999999999999815e+00,1.605193404698550694e+04,9.074697047570076393e+03,9.375000000000001819e+03,3.003029524299254263e+02,1.572864000000000000e+06
6.296000000000000263e+00,1.544500447782585070e+04,8.580772368541900505e+03,9.375000000000001819e+03,7.942276314581008592e+02,1.572864000000000000e+06
6.299999999999999822e+00,1.454934872118810745e+04,7.996217994502372676e+03,7.812500000000000000e+03,-1.837179945023727328e+02,1.310720000000000000e+06
6.304000000000000270e+00,1.337727942226726373e+04,7.100386736809005924e+03,6.250000000000000000e+03,-8.503867368090060381e+02,1.048576000000000000e+06
6.307999999999999829e+00,1.195296990646003542e+04,5.857118832843692871e+03,6.250000000000000000e+03,3.928811671563073560e+02,1.048576000000000000e+06
6.312000000000000277e+00,1.031292161452707478e+04,4.694717919815254390e+03,4.687500000000000909e+03,-7.217919815253812210e+00,7.864320000000000000e+05
6.315999999999999837e+00,8.505798270362001858e+03,3.280970793199793206e+03,3.125000000000000000e+03,-1.559707931997932349e+02,5.242880000000000000e+05
6.320000000000000284e+00,6.591551477093345056e+03,1.383468696716169916e+03,1.562500000000000000e+03,1.790313032838301979e+02,2.621440000000000000e+05
6.323999999999999844e+00,4.639804718127866181e+03,-4.914399404097616753e+02,0.000000000000000000e+00,4.914399404097616753e+02,0.000000000000000000e+00
6.328000000000000291e+00,2.727510639713153068e+03,-2.582539470585666550e+03,-3.125000000000000000e+03,-5.424605294143337915e+02,-5.242880000000000000e+05
6.331999999999999851e+00,9.359469484557689611e+02,-4.710763793982154311e+03,-4.687500000000000909e+03,2.326379398215339123e+01,-7.864320000000000000e+05
6.336000000000000298e+00,-6.528340926061049458e+02,-6.003909198296822069e+03,-6.250000000000000000e+03,-2.460908017031786983e+02,-1.048576000000000000e+06
6.339999999999999858e+00,-1.959942188046954470e+03,-7.697580067344365489e+03,-7.812500000000000000e+03,-1.149199326556347955e+02,-1.310720000000000000e+06
6.344000000000000306e+00,-2.913773325945285706e+03,-8.769094421882222377e+03,-7.812500000000000000e+03,9.565944218822216953e+02,-1.310720000000000000e+06
6.347999999999999865e+00,-3.454096286848322961e+03,-9.509960998551106968e+03,-9.375000000000001819e+03,1.349609985511063144e+02,-1.572864000000000000e+06
6.352000000000000313e+00,-3.535861200133433158e+03,-1.035339317545587255e+04,-1.093750000000000182e+04,-5.841068245441283580e+02,-1.835008000000000000e+06
6.355999999999999872e+00,-3.132489874606798821e+03,-1.055190786136797578e+04,-1.093750000000000182e+04,-3.855921386320248416e+02,-1.835008000000000000e+06
6.360000000000000320e+00,-2.238422638930041558e+03,-1.001565739378622311e+04,-9.375000000000001819e+03,6.406573937862217463e+02,-1.572864000000000000e+06
6.363999999999999879e+00,-8.707263366089946430e+02,-9.048002209296333604e+03,-9.375000000000001819e+03,-3.269977907036682154e+02,-1.572864000000000000e+06
6.368000000000000327e+00,9.303882723315683734e+02,-7.933694455787136576e+03,-7.812500000000000000e+03,1.211944557871370165e+02,-1.310720000000000000e+06
6.371999999999999886e+00,3.102236265426776299e+03,-6.111108202214896664e+03,-6.250000000000000000e+03,-1.388917977851039609e+02,-1.048576000000000000e+06
6.376000000000000334e+00,5.561548196582858509e+03,-3.904567452262647294e+03,-3.125000000000000000e+03,7.795674522626471799e+02,-5.242880000000000000e+05
6.379999999999999893e+00,8.207543444478336824e+03,-1.613576700363191094e+03,-1.562500000000000000e+03,5.107670036319099438e+01,-2.621440000000000000e+05
6.384000000000000341e+00,1.092608113807144036e+04,9.222974941635484356e+02,0.000000000000000000e+00,-9.222974941635484356e+02,0.000000000000000000e+00
6.387999999999999901e+00,1.359471573376772722e+04,3.660492019438363968e+03,4.687500000000000909e+03,1.027007980561636487e+03,7.864320000000000000e+05
6.392000000000000348e+00,1.608842485021287575e+04,6.159005054389604993e+03,4.687500000000000909e+03,-1.471505054389604538e+03,7.864320000000000000e+05
6.395999999999999908e+00,1.828572866486984640e+04,8.525724263388383406e+03,9.375000000000001819e+03,8.492757366116171625e+02,1.572864000000000000e+06
6.400000000000000355e+00,2.007488632073371627e+04,1.050444473834383825e+04,1.093750000000000182e+04,4.330552616561619175e+02,1.835008000000000000e+06
6.403999999999999915e+00,2.135983788177572933e+04,1.224750104441178155e+04,1.250000000000000000e+04,2.524989555882199568e+02,2.097152000000000000e+06
6.408000000000000362e+00,2.206556196085140255e+04,1.338466116667187634e+04,1.250000000000000000e+04,-8.846611666718761171e+02,2.097152000000000000e+06
6.411999999999999922e+00,2.214253970453231159e+04,1.387764355689274453e+04,1.406250000000000000e+04,1.848564431072563536e+02,2.359296000000000000e+06
6.416000000000000369e+00,2.157005471460557237e+04,1.398530740018769757e+04,1.406250000000000000e+04,7.719259981230248968e+01,2.359296000000000000e+06
6.419999999999999929e+00,2.035811396711399721e+04,1.376917946506024418e+04,1.406250000000000000e+04,2.933205349397553618e+02,2.359296000000000000e+06
6.424000000000000377e+00,1.854784408227410677e+04,1.252229678647527362e+04,1.250000000000000000e+04,-2.229678647527357072e+01,2.097152000000000000e+06
